id,x,y,z,yaw,pitch,roll
79,1804.26,867.087,0,0.0419237,-0.0114574,0.0172032
80,1804.29,867.078,0,0.0426479,-0.0107828,0.0138998
81,1804.32,867.094,0,0.0437707,-0.00677203,0.0147168
82,1804.5,867.109,0,0.0434935,-0.00817079,0.0166075
83,1805,867.128,0,0.0438702,-0.00739791,0.0153082
84,1805.35,867.119,0,0.0438891,-0.0114022,0.0118933
85,1805.89,867.1,0,0.0454234,-0.00619497,0.00404451
86,1806.34,867.12,0,0.0459041,-0.00402908,0.00362131
87,1806.71,867.109,0,0.0463854,0.00723713,-0.00101671
88,1807,867.123,0,0.0466092,0.0102911,-0.000616073
89,1807.65,867.154,0,0.0472304,0.01002,-0.00159503
90,1808.09,867.164,0,0.047456,0.0116844,-0.00312356
91,1808.63,867.226,0,0.0480834,0.0101706,0.00187755
92,1808.99,867.264,0,0.0482956,0.0102707,0.00234718
93,1809.49,867.305,0,0.0478204,0.0106198,0.0103123
94,1810.15,867.332,0,0.0478702,0.00559471,0.0118456
95,1810.56,867.348,0,0.048548,0.0041918,0.0115536
96,1811.01,867.362,0,0.04771,0.000413193,0.00907119
97,1811.45,867.382,0,0.0484849,-0.00252444,0.00987307
98,1811.96,867.395,0,0.0481893,-0.002791,0.00948737
99,1812.56,867.417,0,0.0479047,-0.00876194,0.0121316
100,1813.88,867.421,0,0.0483592,0.00109363,0.0074621
101,1814.2,867.449,0,0.0485209,0.000594254,0.0118375
102,1814.68,867.475,0,0.0484548,-0.00173887,0.0110997
103,1815.14,867.489,0,0.0481675,-0.00531094,0.0104484
104,1815.58,867.504,0,0.0476657,-0.0080027,0.00903147
105,1815.97,867.534,0,0.0479878,-0.00111968,0.00988287
106,1816.45,867.555,0,0.0474244,-0.000730967,0.00922134
107,1816.92,867.613,0,0.0473272,0.0034468,0.018617
108,1817.33,867.62,0,0.0468619,0.00226836,0.0188837
109,1817.78,867.652,0,0.0462686,0.000535479,0.0232185
110,1818.21,867.698,0,0.0457103,-0.00234081,0.0302304
111,1818.54,867.659,0,0.0456669,-0.00469333,0.0193461
112,1819.08,867.646,0,0.0443736,-0.0173904,0.0167904
113,1819.49,867.654,0,0.0434798,-0.0181535,0.0160865
114,1819.92,867.654,0,0.0427689,-0.0191677,0.0120374
115,1820.39,867.662,0,0.041658,-0.0215699,0.00988074
116,1820.83,867.695,0,0.0396789,-0.0233517,0.00840747
117,1821.28,867.687,0,0.0387981,-0.0251677,0.00592419
118,1821.53,867.712,0,0.0375462,-0.0245242,0.00841493
119,1822.14,867.737,0,0.037749,-0.0212839,0.0141713
120,1822.53,867.71,0,0.0371754,-0.0215227,0.0084375
121,1822.97,867.714,0,0.035286,-0.0211398,0.00220497
122,1823.37,867.708,0,0.0313181,-0.0302757,-0.0131383
123,1823.81,867.721,0,0.0305573,-0.0321106,-0.0126623
124,1824.24,867.742,0,0.0303463,-0.0326036,-0.00938472
125,1824.68,867.769,0,0.0306917,-0.0293434,-0.00252686
126,1825.1,867.758,0,0.0298021,-0.030198,-0.00591715
127,1825.52,867.791,0,0.0292456,-0.0252341,-0.00208326
128,1825.9,867.802,0,0.027229,-0.0184664,-0.00621835
129,1826.23,867.775,0,0.0263171,-0.0207359,-0.012387
130,1826.82,867.798,0,0.0254565,-0.0268685,-0.0132992
131,1827.16,867.781,0,0.0248811,-0.0286196,-0.0154916
132,1827.6,867.786,0,0.0238526,-0.0326345,-0.01732
133,1828.04,867.785,0,0.0227065,-0.0401669,-0.0198622
134,1828.44,867.812,0,0.0212419,-0.0445695,-0.0167658
135,1828.8,867.812,0,0.0200522,-0.0473256,-0.0194001
136,1829.2,867.817,0,0.0189821,-0.0494902,-0.0195315
137,1829.63,867.816,0,0.018139,-0.050881,-0.0209926
138,1830.04,867.812,0,0.0175401,-0.0522111,-0.0223287
139,1830.44,867.823,0,0.0169075,-0.0537109,-0.0201891
140,1830.84,867.793,0,0.0166495,-0.0564872,-0.0250385
141,1831.19,867.814,0,0.0156478,-0.0484084,-0.0205213
142,1831.61,867.858,0,0.0139649,-0.0456567,-0.00844673
143,1831.99,867.846,0,0.0126128,-0.0458773,-0.0102684
144,1832.4,867.865,0,0.0111311,-0.0472184,-0.0077952
145,1832.8,867.863,0,0.0101203,-0.0478485,-0.00920573
146,1833.18,867.87,0,0.00976061,-0.0489855,-0.00991024
147,1833.63,867.866,0,0.00914067,-0.0500317,-0.0106223
148,1834.02,867.824,0,0.0100743,-0.0277811,-0.0164987
149,1834.41,867.842,0,0.0102742,-0.02889,-0.0117259
150,1834.84,867.885,0,0.00992223,-0.0308337,0.00113945
151,1835.23,867.856,0,0.00845428,-0.0306827,-0.0101168
152,1835.61,867.857,0,0.00715339,-0.0343511,-0.0123676
153,1836.03,867.895,0,0.00719094,-0.0378253,-0.0119418
154,1836.43,867.886,0,0.00675735,-0.0423777,-0.0197812
155,1836.78,867.87,0,0.00687535,-0.0442447,-0.0200241
156,1837.21,867.853,0,0.00784718,-0.0468268,-0.0196258
157,1837.62,867.894,0,0.00801857,-0.0482092,-0.0153667
158,1838.06,867.953,0,0.00726628,-0.0487686,-0.00103317
159,1838.45,867.973,0,0.00642397,-0.0478812,0.00157976
160,1838.85,867.929,0,0.00584293,-0.0474371,-0.0112251
161,1839.27,867.851,0,0.00590602,-0.0506297,-0.0302782
162,1839.66,867.793,0,0.00592043,-0.0554783,-0.0396211
163,1840.14,867.818,0,0.00617163,-0.0557868,-0.0360862
164,1840.52,867.804,0,0.00662317,-0.0557257,-0.0381585
165,1840.97,867.876,0,0.00585885,-0.0442851,-0.0282619
166,1841.37,867.928,0,0.00621044,-0.0431089,-0.0154222
167,1841.77,867.937,0,0.00623051,-0.0434679,-0.0144656
168,1842.17,867.919,0,0.00711855,-0.0403021,-0.0137719
169,1842.55,867.864,0,0.0079513,-0.0289731,-0.0425436
170,1842.92,867.864,0,0.0069252,-0.0324055,-0.0441655
171,1843.38,867.87,0,0.00661834,-0.0347081,-0.0406817
172,1843.83,867.843,0,0.00646326,-0.0366002,-0.0421657
173,1844.24,867.84,0,0.00638447,-0.038342,-0.0431949
174,1844.69,867.841,0,0.00661772,-0.0393416,-0.0380587
175,1845.11,867.933,0,0.00708995,-0.0303626,-0.0174509
176,1845.56,867.92,0,0.00714371,-0.0316105,-0.0261024
177,1846.01,867.9,0,0.00677743,-0.0368807,-0.0294764
178,1846.42,867.902,0,0.00737808,-0.0385124,-0.0306894
179,1846.9,867.909,0,0.00741901,-0.0404062,-0.0289874
180,1847.32,867.911,0,0.00713975,-0.0420213,-0.0273359
181,1847.76,867.913,0,0.00727677,-0.0427593,-0.0260653
182,1848.18,867.879,0,0.00844122,-0.03034,-0.0327034
183,1848.61,867.893,0,0.00898309,-0.0297955,-0.0284563
184,1849.04,867.907,0,0.00963872,-0.0301411,-0.0266325
185,1849.5,867.898,0,0.00929842,-0.037632,-0.028612
186,1849.93,867.922,0,0.00898294,-0.0428043,-0.0272727
187,1850.35,867.929,0,0.0094597,-0.0449971,-0.0252243
188,1850.8,867.934,0,0.0102745,-0.0485756,-0.0242692
189,1851.24,867.927,0,0.011344,-0.0506009,-0.0246063
190,1851.68,867.925,0,0.0129297,-0.0512335,-0.0242964
191,1852.03,867.925,0,0.0153231,-0.0287276,-0.020976
192,1852.45,867.918,0,0.0163947,-0.0286893,-0.0233181
193,1852.84,867.917,0,0.0172417,-0.0306317,-0.0266317
194,1853.26,867.904,0,0.018719,-0.0358432,-0.0325294
195,1853.68,867.914,0,0.0212089,-0.0422292,-0.034265
196,1854.04,867.947,0,0.0217094,-0.0465857,-0.0314457
197,1854.44,867.962,0,0.0226835,-0.0473291,-0.030777
198,1854.81,867.979,0,0.0233445,-0.0490524,-0.028263
199,1855.19,867.982,0,0.0244334,-0.0490359,-0.0327019
200,1855.58,867.987,0,0.0261017,-0.0493369,-0.0340408
201,1855.95,867.986,0,0.0271073,-0.0494872,-0.0362423
202,1856.3,867.968,0,0.029238,-0.0449381,-0.0432226
203,1856.67,867.976,0,0.0309668,-0.0398336,-0.0437069
204,1857,867.959,0,0.0312309,-0.037387,-0.0521932
205,1857.35,867.953,0,0.0342215,-0.0338481,-0.0597945
206,1857.7,867.953,0,0.0355844,-0.0346927,-0.0586511
207,1858.06,867.986,0,0.0375137,-0.0354806,-0.0563647
208,1858.38,867.998,0,0.0384007,-0.0360196,-0.054725
209,1858.73,867.972,0,0.0393381,-0.0343707,-0.0591201
210,1859.08,867.966,0,0.0422011,-0.0285525,-0.0749065
211,1859.37,868.047,0,0.0394007,-0.032147,-0.0390676
212,1859.7,868.061,0,0.0407176,-0.0330514,-0.0373078
213,1860.05,868.155,0,0.04147,-0.030403,-0.0180942
214,1860.35,868.191,0,0.0426964,-0.0294306,-0.012133
215,1860.73,868.206,0,0.0471637,-0.0246425,-0.0054092
216,1861.05,868.21,0,0.0476308,-0.0248181,-0.00583207
217,1861.35,868.22,0,0.0481057,-0.0261734,-0.00550146
218,1861.69,868.235,0,0.0494274,-0.0258195,-0.00704167
219,1861.97,868.203,0,0.0485231,-0.0145463,-0.0292959
220,1862.28,868.208,0,0.0492451,-0.0168607,-0.0300059
221,1862.63,868.227,0,0.0528745,-0.0151898,-0.0170987
222,1862.93,868.28,0,0.0540559,-0.0163845,-0.011423
223,1863.25,868.233,0,0.0558821,-0.016236,-0.023146
224,1863.56,868.261,0,0.0562166,-0.0172858,-0.0224423
225,1863.83,868.296,0,0.0561453,-0.0178938,-0.0215731
226,1864.22,868.299,0,0.057579,-0.0194306,-0.0280925
227,1864.55,868.297,0,0.0584787,-0.017567,-0.0291974
228,1864.85,868.333,0,0.0580516,-0.0208308,-0.0251338
229,1865.15,868.348,0,0.0589948,-0.0215763,-0.0289353
230,1865.5,868.362,0,0.0592977,-0.020935,-0.0247424
231,1865.81,868.376,0,0.0595715,-0.0241379,-0.0253318
232,1866.08,868.409,0,0.0603508,-0.0238166,-0.0241955
233,1866.39,868.37,0,0.0592558,-0.0240464,-0.051378
234,1866.69,868.355,0,0.059635,-0.0296517,-0.0519696
235,1867.05,868.318,0,0.0620242,-0.0294283,-0.0502435
236,1867.4,868.35,0,0.0622169,-0.0289922,-0.0483664
237,1867.7,868.397,0,0.062298,-0.0350467,-0.0496285
238,1868.05,868.44,0,0.0601153,-0.0289753,-0.0675562
239,1868.36,868.473,0,0.0581285,-0.0271423,-0.0571391
240,1868.68,868.506,0,0.0565339,-0.0259859,-0.0548556
241,1869.12,868.573,0,0.061086,-0.00128327,-0.0359293
242,1869.44,868.577,0,0.0595003,0.000772063,-0.032343
243,1869.78,868.504,0,0.0559682,0.00201954,-0.0376035
244,1870.11,868.464,0,0.0540349,0.00463497,-0.0440792
245,1870.46,868.482,0,0.0509867,0.00170918,-0.0322572
246,1870.85,868.505,0,0.053725,0.000875142,-0.048457
247,1871.2,868.535,0,0.0544712,0.00146653,-0.0531447
248,1871.56,868.548,0,0.0530092,-0.000279414,-0.0526787
249,1871.9,868.523,0,0.0501172,-0.000755532,-0.0514014
250,1872.35,868.531,0,0.050722,-0.00514943,-0.0555947
251,1872.72,868.571,0,0.0506319,-0.00622553,-0.0567769
252,1873.13,868.711,0,0.0502113,-0.012155,-0.0384892
253,1873.41,868.786,0,0.044709,-0.0114822,-0.00400642
254,1873.76,868.64,0,0.04138,-0.00435739,-0.0292065
255,1874.17,868.646,0,0.0406566,0.00386752,-0.035009
256,1874.53,868.665,0,0.0369798,0.00243313,-0.0292381
257,1874.93,868.648,0,0.0352498,0.00205555,-0.0414847
258,1875.28,868.671,0,0.0324022,0.00138964,-0.0340674
259,1875.7,868.682,0,0.0311796,8.07306E-05,-0.0361864
260,1876.13,868.701,0,0.0302343,-0.00194047,-0.0386093
261,1876.5,868.741,0,0.0269972,-0.00303699,-0.0316755
262,1876.88,868.791,0,0.0243926,-0.00442877,-0.0171472
263,1877.33,868.74,0,0.0263653,-0.00644591,-0.0331769
264,1877.73,868.753,0,0.0239545,-0.00263953,-0.0273962
265,1878.15,868.784,0,0.0239702,-0.00471506,-0.0293382
266,1878.56,868.802,0,0.0224169,-0.00470662,-0.0248651
267,1878.95,868.763,0,0.0200096,-0.00232481,-0.0343525
268,1879.49,868.81,0,0.0218048,-0.0028933,-0.0361187
269,1879.88,868.838,0,0.0189424,0.00212072,-0.0146563
270,1880.22,868.838,0,0.0192146,0.00267947,-0.0205635
271,1880.68,868.821,0,0.0204822,0.00249227,-0.0353472
272,1881.09,868.835,0,0.020652,0.00490245,-0.032907
273,1881.5,868.824,0,0.0174199,0.0049772,-0.0367468
274,1881.91,868.844,0,0.0150947,0.0042006,-0.0203799
275,1882.14,868.82,0,0.0135494,0.00380394,-0.025537
276,1882.87,868.845,0,0.0179822,0.00358814,-0.0297253
277,1883.22,868.844,0,0.0159905,0.00519862,-0.0232802
278,1883.63,869.044,0,0.0159785,0.00402289,-0.00902017
279,1884,868.996,0,0.0136048,-0.00082129,-0.044412
280,1884.41,869,0,0.0142459,-0.00269021,-0.049505
281,1884.9,869.001,0,0.0131818,-0.00348131,-0.0451888
282,1885.34,869.026,0,0.0112098,-0.00277381,-0.0306184
283,1885.75,869.114,0,0.0115222,-0.000801327,0.000433521
284,1886.18,869.166,0,0.0149011,0.00255317,0.0241448
285,1886.61,869.143,0,0.0189931,0.00625663,0.0103988
286,1887.06,869.123,0,0.0209239,0.010409,-0.00295197
287,1887.26,869.134,0,0.0202126,0.0099426,-0.000162803
288,1887.96,869.118,0,0.0179505,0.0098977,0.00108981
289,1888.46,869.151,0,0.0182798,0.00828956,0.00593916
290,1888.8,869.157,0,0.0191534,0.0030897,0.00797498
291,1889.18,869.121,0,0.0180068,-0.0015374,0.00230464
292,1889.51,869.141,0,0.0185325,-0.000582859,0.0128227
293,1889.94,868.989,0,0.0156039,0.00455875,0.00514211
294,1890.37,869.108,0,0.0156797,0.00825005,0.00915899
295,1890.86,869.122,0,0.0123565,0.00792619,0.0203807
296,1891.28,869.035,0,0.0131253,0.00585031,0.0124041
297,1891.67,869.075,0,0.0143364,0.0166004,0.0205689
298,1892.1,869.078,0,0.0151736,0.0154382,0.0196617
299,1892.41,868.994,0,0.0145264,0.0110117,0.010315
300,1892.89,868.977,0,0.014818,0.0147325,-0.00466636
301,1893.34,869.041,0,0.0165066,0.0115355,-0.00208708
302,1893.73,869.033,0,0.0160332,0.0109292,-0.00321818
303,1894.09,869.059,0,0.0188486,0.012077,-0.00562214
304,1894.48,869.058,0,0.0180193,0.0094246,-0.00765379
305,1894.84,869.054,0,0.0151351,0.00758515,-0.00522768
306,1895.2,869.074,0,0.0171067,0.00241187,-0.0138401
307,1895.68,869.112,0,0.0173904,-0.000143289,-0.0209477
308,1896.24,869.12,0,0.0151019,-0.00259314,-0.0124191
309,1896.7,869.071,0,0.0162377,0.00153027,-0.00758683
310,1897.04,869.051,0,0.0133428,0.0134552,-0.0147535
311,1897.47,869.049,0,0.014118,0.0129543,-0.0168849
312,1898.36,869.129,0,0.0163339,0.0110987,-0.0015547
313,1898.81,869.201,0,0.0180235,0.00993354,-0.00188492
314,1899.23,869.118,0,0.0212466,0.00589686,-0.015213
315,1899.64,869.1,0,0.018438,0.00759041,-0.0170679
316,1900.07,869.109,0,0.0170034,0.00753492,-0.0201851
317,1900.51,869.127,0,0.0164278,0.00939744,-0.0251963
318,1900.9,869.093,0,0.0153055,0.00793554,-0.0230844
319,1901.26,869.04,0,0.0108817,0.00944181,-0.0223024
320,1901.76,869.015,0,0.0127543,0.00622417,-0.0291472
321,1902.19,868.994,0,0.0115737,0.0044921,-0.0329816
322,1902.66,869.149,0,0.0135646,0.00258324,-0.0238526
323,1903.1,869.228,0,0.0141591,0.00330721,-0.00816446
324,1903.51,869.171,0,0.0121079,0.00525723,-0.0103188
325,1903.91,869.106,0,0.0107906,0.00942863,-0.0122022
326,1904.39,869.123,0,0.0125842,0.00795175,-0.0133305
327,1904.88,869.176,0,0.0151483,0.00727617,-0.0136083
328,1905.34,869.207,0,0.0153831,0.00682771,-0.0117666
329,1905.79,869.18,0,0.0157392,0.00400561,-0.0200115
330,1906.22,869.161,0,0.0142438,-0.00112601,-0.0217133
331,1906.65,869.182,0,0.0143887,-0.00146994,-0.0226375
332,1907.03,869.236,0,0.0188378,-0.00382632,-0.0291757
333,1907.48,869.256,0,0.0192427,-0.00343555,-0.0285866
334,1907.91,869.273,0,0.0197926,-0.00479016,-0.0246947
335,1908.33,869.247,0,0.0181683,-0.00542233,-0.0246404
336,1908.8,869.254,0,0.0204075,-0.00780652,-0.029375
337,1909.25,869.218,0,0.021038,-0.0097083,-0.0364065
338,1909.7,869.21,0,0.0219585,-0.0109451,-0.0388294
339,1910.13,869.203,0,0.0217125,-0.0105313,-0.0423885
340,1910.53,869.342,0,0.0206058,-0.00483728,-9.18541E-05
341,1910.95,869.316,0,0.0191894,-0.00756656,-0.00706893
342,1911.41,869.251,0,0.0188937,-0.0129828,-0.0108994
343,1911.91,869.41,0,0.0228042,-0.017705,-0.00454605
344,1912.33,869.435,0,0.0210878,-0.0192378,0.00126275
345,1912.77,869.469,0,0.0223296,-0.0206019,-0.000624369
346,1913.22,869.529,0,0.0231823,-0.0215628,0.0069445
347,1913.68,869.537,0,0.0229322,-0.0222192,0.0131276
348,1914.1,869.537,0,0.022937,-0.0214048,0.0143566
349,1914.52,869.507,0,0.0233307,-0.0143854,0.0131013
350,1914.94,869.473,0,0.0240827,-0.0132066,0.00701683
351,1915.39,869.485,0,0.0246781,-0.0137023,0.00597099
352,1915.84,869.51,0,0.0249999,-0.0146406,0.00770504
353,1916.27,869.588,0,0.0248356,-0.0126717,0.0187816
354,1916.79,869.522,0,0.0258183,-0.0033519,0.0104116
355,1917.26,869.52,0,0.0290268,-0.0025227,-0.00159352
356,1917.58,869.583,0,0.0295611,-0.00146224,0.000572405
357,1918.13,869.746,0,0.02902,-0.00936245,0.0255505
358,1918.58,869.698,0,0.0279211,-0.0103544,0.0240672
359,1919,869.651,0,0.0285427,-0.0122135,0.0225302
360,1919.47,869.362,0,0.0319871,-0.0114784,-0.00820549
361,1919.88,869.431,0,0.0363329,-0.01371,-0.0056366
362,1920.34,869.413,0,0.0340735,-0.011771,-0.0189046
363,1920.76,869.43,0,0.0357462,-0.010578,-0.016144
364,1921.22,869.453,0,0.0376769,-0.00967098,-0.0140461
365,1921.6,869.469,0,0.037973,-0.00973581,-0.00548648
366,1922.06,869.461,0,0.0390208,-0.0084833,0.000310941
367,1922.52,869.458,0,0.0396263,-0.0100635,-0.00864977
368,1922.95,869.499,0,0.0415854,-0.00985454,-0.00945098
369,1923.48,869.568,0,0.0418633,-0.0121319,-0.00796392
370,1924,869.629,0,0.0423461,-0.0152818,0.00570694
371,1924.39,869.552,0,0.0418051,-0.0223263,3.06977E-05
372,1924.84,869.57,0,0.0427971,-0.0180492,0.00791502
373,1925.21,869.601,0,0.0430454,-0.0199933,0.00812713
374,1925.72,869.665,0,0.045756,-0.0184828,0.00776653
375,1926.23,869.716,0,0.0476703,-0.0190425,0.00874737
376,1926.59,869.693,0,0.0456201,-0.0213112,0.0024061
377,1927.04,869.685,0,0.0467261,-0.0193076,0.00701795
378,1927.45,869.48,0,0.0463217,-0.0135644,-0.0192292
379,1927.91,869.378,0,0.0423059,-0.0139982,-0.0323249
380,1928.4,869.311,0,0.0411188,-0.0186055,-0.0411375
381,1928.9,869.443,0,0.0437508,-0.016059,-0.0256034
382,1929.39,869.896,0,0.0483685,-0.0284968,0.0283516
383,1929.83,869.777,0,0.0507667,-0.030321,0.0189766
384,1930.35,869.689,0,0.0498898,-0.029453,0.0111114
385,1930.6,869.719,0,0.050714,-0.0296776,-0.00622883
386,1931.05,869.707,0,0.0536783,-0.0287577,-0.00913392
387,1931.38,869.671,0,0.0491703,-0.019633,-0.0169898
388,1931.9,869.455,0,0.047934,-0.0177344,-0.0380463
389,1932.9,869.111,0,0.0694978,-0.0168236,-0.0355493
390,1933.72,868.936,0,0.0853367,-0.0192763,-0.0516311
391,1934.26,868.898,0,0.0910254,-0.0211513,-0.0614686
392,1934.74,869.21,0,0.0882886,-0.0218609,-0.0414898
393,1935.14,869.255,0,0.0894943,-0.0165875,-0.0330262
394,1934.79,869.901,0,0.0451172,-0.0110631,0.0148421
395,1934.94,870.013,0,0.0451972,-0.0124111,0.0169978
396,1935.37,869.922,0,0.0465818,-0.010596,-0.00328216
