id,x,y,z,yaw,pitch,roll
37,-291.06,231.523,-12.6849,2.45849,-0.0147788,0.0396038
38,-291.186,231.63,-12.7209,2.4591,-0.00851994,0.0405831
39,-291.305,231.723,-12.7484,2.4593,0.000452854,0.041177
40,-291.419,231.825,-12.7274,2.46048,0.00552254,0.0419455
41,-291.533,231.93,-12.7141,2.4601,0.0028101,0.043056
42,-291.669,232.054,-12.7211,2.45888,-0.00023929,0.046736
43,-291.803,232.159,-12.7382,2.45821,-0.000149565,0.052185
44,-291.933,232.262,-12.7401,2.45783,0.00233725,0.0557159
45,-292.058,232.368,-12.7437,2.45857,0.0045362,0.0549715
46,-292.174,232.483,-12.7415,2.45896,0.00708409,0.0502725
47,-292.262,232.561,-12.7385,2.45964,0.00791312,0.0464088
48,-292.402,232.686,-12.7365,2.46033,0.0059303,0.0451248
49,-292.52,232.79,-12.7449,2.45974,0.00444717,0.0471234
50,-292.647,232.893,-12.76,2.45931,0.00546158,0.0494261
51,-292.767,232.985,-12.7642,2.45999,0.00743013,0.0522797
52,-292.867,233.072,-12.7641,2.45971,0.00772827,0.0525128
53,-292.996,233.18,-12.7691,2.45853,0.00830729,0.0516748
54,-293.124,233.287,-12.7796,2.45968,0.0114559,0.052135
55,-293.241,233.389,-12.7701,2.4611,0.013165,0.0516236
56,-293.375,233.515,-12.7505,2.45992,0.00936914,0.0483894
57,-293.494,233.63,-12.7525,2.45964,0.00132468,0.0446689
58,-293.632,233.753,-12.772,2.45963,-0.000542179,0.0429363
59,-293.764,233.859,-12.776,2.46239,0.000249553,0.0445122
60,-293.895,233.968,-12.7677,2.46311,-0.000663437,0.0480102
61,-294.023,234.079,-12.7686,2.46298,-0.00355908,0.0500819
62,-294.162,234.193,-12.7906,2.46155,-0.00549504,0.0521069
63,-294.295,234.311,-12.7944,2.46059,-0.00468409,0.0535747
64,-294.433,234.433,-12.7926,2.46099,-0.00425003,0.054353
65,-294.562,234.546,-12.7975,2.46036,-0.00362536,0.054418
66,-294.687,234.669,-12.7965,2.45929,-0.00235237,0.0508372
67,-294.82,234.795,-12.7955,2.45958,-0.00244905,0.0490486
68,-294.95,234.909,-12.7993,2.4598,-0.00248367,0.0491896
69,-295.083,235.021,-12.7981,2.45952,-0.00259323,0.0489021
70,-295.221,235.133,-12.8012,2.45999,-0.00264391,0.0491511
71,-295.345,235.24,-12.8029,2.4602,-0.0022309,0.049616
72,-295.475,235.353,-12.7997,2.46035,-0.00263813,0.0501508
73,-295.62,235.471,-12.808,2.4588,-0.00341271,0.0501634
74,-295.75,235.595,-12.8077,2.45814,-0.0036694,0.0499965
75,-295.879,235.7,-12.8111,2.45861,-0.00376226,0.0502764
76,-296.005,235.806,-12.8138,2.45885,-0.00345378,0.0502872
77,-296.149,235.932,-12.8133,2.45878,-0.00272536,0.0480079
78,-296.296,236.061,-12.8106,2.45953,-0.0029263,0.0448743
79,-296.411,236.178,-12.8181,2.46005,-0.00243323,0.04138
80,-296.532,236.286,-12.821,2.45987,-0.00026115,0.0404181
81,-296.698,236.443,-12.8215,2.45944,0.00133114,0.0403542
82,-296.852,236.577,-12.8154,2.45904,0.00199801,0.0416735
83,-296.981,236.691,-12.8149,2.45929,0.00197729,0.0421908
84,-297.13,236.833,-12.8151,2.45822,0.0018601,0.0412943
85,-297.264,236.957,-12.8219,2.45756,0.0029811,0.0410082
86,-297.409,237.088,-12.8159,2.45708,0.00453146,0.0404088
87,-297.546,237.195,-12.8187,2.4572,0.00435558,0.041709
88,-297.703,237.321,-12.8249,2.45857,0.00238702,0.0423562
89,-297.852,237.439,-12.8416,2.45915,0.00118769,0.0448139
90,-298.008,237.559,-12.8487,2.45891,0.000534671,0.0475036
91,-298.166,237.683,-12.8563,2.45887,-0.000327006,0.0482402
92,-298.314,237.797,-12.8598,2.45987,-0.000395196,0.0487936
93,-298.457,237.915,-12.8609,2.46011,-0.000707822,0.0489392
94,-298.581,238.045,-12.8639,2.45896,-0.000683848,0.0480978
95,-298.742,238.247,-12.8616,2.45769,-0.00226376,0.0445726
96,-298.88,238.361,-12.8593,2.458,-0.00396735,0.0435937
97,-299.034,238.482,-12.8622,2.45791,-0.00611367,0.0430281
98,-299.184,238.597,-12.864,2.45827,-0.00749102,0.0435457
99,-299.329,238.707,-12.8678,2.45924,-0.00719239,0.0432317
100,-299.474,238.843,-12.8755,2.4591,-0.00555935,0.0409208
101,-299.625,238.989,-12.878,2.45972,-0.00484536,0.0405563
102,-299.772,239.118,-12.8802,2.45975,-0.00414669,0.0426944
103,-299.917,239.234,-12.8785,2.45995,-0.00354542,0.0440251
104,-300.073,239.362,-12.8781,2.4606,-0.0042412,0.0434917
105,-300.218,239.486,-12.8838,2.46097,-0.00449302,0.0413324
106,-300.37,239.615,-12.8863,2.46108,-0.00394923,0.0394239
107,-300.509,239.749,-12.8876,2.46166,-0.00311106,0.0378891
108,-300.661,239.881,-12.885,2.46265,-0.00254746,0.0362945
109,-300.822,240.009,-12.8864,2.46327,-0.00245313,0.0357338
110,-300.966,240.141,-12.8907,2.46358,-0.00261335,0.0344301
111,-301.128,240.276,-12.894,2.46367,-0.00289838,0.0343599
112,-301.294,240.405,-12.8951,2.46343,-0.00261926,0.033431
113,-301.444,240.536,-12.8938,2.4636,-0.000708857,0.0300894
114,-301.607,240.681,-12.8885,2.46714,-0.00152326,0.0254582
115,-301.765,240.808,-12.8828,2.46923,-0.00373652,0.0250513
116,-301.923,240.93,-12.8846,2.47101,-0.00447766,0.022442
117,-302.102,241.06,-12.8951,2.47432,-0.00496343,0.0224257
118,-302.253,241.187,-12.8989,2.47581,-0.00423237,0.0228104
119,-302.422,241.315,-12.9032,2.4788,-0.0036526,0.0222752
120,-302.587,241.43,-12.9103,2.48103,-0.00390368,0.0235897
121,-302.757,241.559,-12.9104,2.48244,-0.00377665,0.0245361
122,-302.919,241.696,-12.9084,2.4848,-0.00387047,0.0236372
123,-303.094,241.825,-12.9112,2.48736,-0.0038916,0.0233753
124,-303.263,241.951,-12.9141,2.49102,-0.00350235,0.0229577
125,-303.424,242.063,-12.9199,2.4938,-0.00384873,0.0222126
126,-303.6,242.192,-12.9181,2.49703,-0.00432945,0.0210399
127,-303.769,242.315,-12.921,2.50041,-0.00408502,0.0204259
128,-303.948,242.436,-12.9239,2.5043,-0.0037794,0.0193114
129,-304.118,242.553,-12.9178,2.50999,-0.00352726,0.0173164
130,-304.292,242.679,-12.9145,2.51463,-0.00341049,0.0164182
131,-304.471,242.794,-12.9159,2.5195,-0.00399515,0.0179042
132,-304.653,242.901,-12.9127,2.52565,-0.00641105,0.0201114
133,-304.842,243.014,-12.9141,2.53375,-0.008654,0.0213029
134,-305.029,243.118,-12.9155,2.54323,-0.0101966,0.0211434
135,-305.206,243.211,-12.9137,2.55338,-0.0112281,0.0186943
136,-305.399,243.307,-12.919,2.56434,-0.0117281,0.0160822
137,-305.599,243.397,-12.9191,2.57598,-0.0118099,0.0164152
138,-305.79,243.479,-12.92,2.58749,-0.0117089,0.0160138
139,-305.982,243.567,-12.9111,2.59936,-0.0117147,0.0143095
140,-306.171,243.648,-12.9005,2.61204,-0.0118764,0.0106198
141,-306.37,243.718,-12.8979,2.62457,-0.0126734,0.00935796
142,-306.564,243.791,-12.8977,2.63733,-0.0128678,0.00885782
143,-306.776,243.868,-12.9036,2.65121,-0.0129769,0.00663809
144,-306.966,243.93,-12.9,2.66698,-0.014205,0.00446281
145,-307.188,243.97,-12.8914,2.68135,-0.0143876,0.00641149
146,-307.396,244.037,-12.8889,2.69653,-0.0135675,0.00713805
147,-307.598,244.089,-12.8893,2.71263,-0.0137431,0.00849777
148,-307.808,244.142,-12.8847,2.73029,-0.0134768,0.0088873
149,-308.025,244.189,-12.8836,2.74828,-0.0124905,0.00723496
150,-308.234,244.232,-12.8826,2.7677,-0.0111537,0.00523655
151,-308.456,244.263,-12.8857,2.78925,-0.010831,0.00435273
152,-308.689,244.282,-12.883,2.81002,-0.0108314,0.00266868
153,-308.905,244.298,-12.8853,2.83041,-0.0109002,0.00246737
154,-309.13,244.322,-12.8852,2.85388,-0.010666,0.00367479
155,-309.38,244.316,-12.8934,2.87801,-0.0105868,0.00656072
156,-309.624,244.308,-12.8978,2.90167,-0.00951513,0.00633045
157,-309.855,244.296,-12.9059,2.92474,-0.00893636,0.00581709
158,-310.097,244.271,-12.9127,2.94897,-0.00870001,0.00487427
159,-310.336,244.227,-12.9122,2.97336,-0.00844954,0.00422778
160,-310.573,244.188,-12.9148,2.99912,-0.00845018,0.00389145
161,-310.788,244.16,-12.9169,3.02397,-0.00775511,0.00412338
162,-310.999,244.116,-12.9116,3.04948,-0.00780622,0.00480675
163,-311.234,244.067,-12.914,3.07422,-0.00720587,0.0054691
164,-311.475,244.006,-12.9209,3.09975,-0.00726232,0.00564878
165,-311.713,243.947,-12.9213,3.12588,-0.00799563,0.00509352
166,-311.936,243.87,-12.9185,-3.13073,-0.00719418,0.00508736
167,-312.168,243.79,-12.9207,-3.1039,-0.00540411,0.0050546
168,-312.407,243.699,-12.9267,-3.07701,-0.00470126,0.00456525
169,-312.647,243.594,-12.9276,-3.04956,-0.00481993,0.00496922
170,-312.886,243.487,-12.9357,-3.02223,-0.00539196,0.00599732
171,-313.099,243.387,-12.9366,-2.99383,-0.00499988,0.00663317
172,-313.343,243.271,-12.9442,-2.96543,-0.00414327,0.00801066
173,-313.589,243.138,-12.9462,-2.93727,-0.00189856,0.00965142
174,-313.827,243.025,-12.9502,-2.91076,-0.000449103,0.00963773
175,-314.056,242.861,-12.9643,-2.88156,-0.000689465,0.011491
176,-314.284,242.682,-12.9836,-2.85242,-0.00405078,0.0148206
177,-314.521,242.534,-12.9896,-2.82463,-0.0054124,0.014937
178,-314.724,242.417,-12.9938,-2.79753,-0.00587262,0.0128074
179,-314.954,242.226,-12.9865,-2.76792,-0.00691371,0.0140806
180,-315.18,242.035,-12.9867,-2.74021,-0.00660251,0.0179517
181,-315.414,241.821,-12.9959,-2.71248,-0.00607558,0.0199505
182,-315.667,241.606,-13.0099,-2.68091,-0.00494709,0.020541
183,-315.911,241.392,-13.0096,-2.65255,-0.00347182,0.019284
184,-316.154,241.196,-13.0198,-2.62605,-0.0024683,0.0176071
185,-316.42,240.932,-13.0371,-2.60206,-0.00126228,0.0136169
186,-316.691,240.667,-13.0371,-2.5798,-0.000425806,0.00807402
187,-316.953,240.422,-13.045,-2.55843,0.00168304,0.00329142
188,-317.287,240.159,-13.0636,-2.53682,0.00373539,0.00100832
189,-317.473,239.964,-13.0651,-2.51863,0.00389805,0.00303566
190,-317.713,239.737,-13.0586,-2.50213,0.00343415,0.00621995
191,-317.921,239.514,-13.0738,-2.48725,0.00188682,0.00608473
192,-318.15,239.318,-13.0653,-2.47095,0.000297994,0.00466941
193,-318.372,239.095,-13.0651,-2.45445,-2.35782E-05,0.00474138
194,-318.6,238.828,-13.0715,-2.4383,0.00139232,0.00499154
195,-318.811,238.562,-13.085,-2.41878,0.000528128,0.00513684
196,-319.034,238.279,-13.1042,-2.40041,-0.00124372,0.00503459
197,-319.213,238.036,-13.1021,-2.38646,-0.00267966,0.00532499
198,-319.456,237.762,-13.1048,-2.37022,-0.0060554,0.0094895
199,-319.691,237.483,-13.097,-2.35624,-0.00893495,0.0117283
200,-319.934,237.217,-13.0915,-2.34337,-0.0132232,0.0125293
201,-320.182,236.901,-13.096,-2.33153,-0.0200464,0.01253
